,ZZ.S.PIZZA...GRILL,X1.RICHMOND.TERRACE.STATEN.ISLAND.NY.10301,X.74.0751202,X40.642211
5763,SALSA CATERING RESTAURANT,"1779 WEBSTER AVE,BRONX NY,10457",-73.9027412,40.8452431
5764,SALON DE LAFAYETTE,"157 LAFAYETTE ST,MANHATTAN NY,10013",-73.9991072,40.7197332
5765,SALLY'S WEST INDIAN RESTAURANT,"15701572 RALPH AVENUE,BROOKLYN NY,11236",-73.9197321,40.6427922
5766,SALLY'S FISH & THINGS,"8922 FLATLANDS AVE,BROOKLYN NY,11236",-73.905975,40.639907
5767,SALLY'S COFFEE SHOP,"8501 3 AVENUE,BROOKLYN NY,11209",-74.0305094,40.6241544
5768,SALISBURY HOTEL,"123 WEST   57 STREET,MANHATTAN NY,10019",-73.9783648,40.7650989
5769,SALINAS ECUADORIAN BAR & RESTAURANT,"10202 NORTHERN BOULEVARD,QUEENS NY,11368",-73.8663494,40.7572609
5770,SALINAS,"136 9 AVENUE,MANHATTAN NY,10011",-74.003074,40.7436696
5771,SALIMAR,"357 EAST  138 STREET,BRONX NY,10454",-73.923945,40.809852
5772,SALEYA,"65 WEST BROADWAY,MANHATTAN NY,10007",-74.0097816,40.7145348
5773,SALERNO PIZZA,"2924 30 AVENUE,QUEENS NY,11102",-73.922863,40.767289
5774,SALERNO PASTRY CAFE,"15371 CROSS ISLAND PARKWAY,QUEENS NY,11357",-73.8086039,40.7869464
5775,SALAM CAFE & REST,"104 W. 13TH ST. (UNIT ONE),MANHATTAN NY,10011",-73.9979569,40.7367313
5776,SALAD SHACK,"15405 UNION TURNPIKE,QUEENS NY,11367",-73.8095445,40.7198427
5777,SALAAM BOMBAY,"319 GREENWICH STREET,MANHATTAN NY,10013",-74.0104987,40.7170258
5778,SALA ONE NINE,"35 WEST   19 STREET,MANHATTAN NY,10011",-73.9930896,40.74003
5779,SAL'S RESTAURANT,"810 FRANKLIN AVENUE,BROOKLYN NY,11225",-73.9583953,40.6702664
5780,SAL'S PIZZERIA,"5201 FLUSHING AVE,QUEENS NY,11378",-73.9132234,40.7150537
5781,SAL'S PIZZERIA,"8507 JAMAICA AVENUE,QUEENS NY,11421",-73.8514709,40.6939309
5782,SAL'S PIZZERIA,"544 LORIMER STREET,BROOKLYN NY,11211",-73.9492255,40.7131676
5783,SAL'S PIZZERIA,"119 WYCKOFF AVENUE,BROOKLYN NY,11237",-73.9192199,40.7045182
5784,SAL'S PIZZA / MAMMA MARIA RESTAURANT,"305 COURT STREET,BROOKLYN NY,11231",-73.9950902,40.6835769
5785,SAL'S PIZZA,"2007 127 STREET,QUEENS NY,11356",-73.8408115,40.7812795
5786,SAL'S PIZZA,"3167 BAINBRIDGE AVENUE,BRONX NY,10467",-73.8798432,40.8752255
5787,SAL'S FAMILY PIZZA,"384 BROOME STREET,MANHATTAN NY,10013",-73.9965332,40.7206081
5788,SAL'S DELI,"12908 20 AVENUE,QUEENS NY,11356",-73.839326,40.7815302
5789,SAL Y PIMIENTA BAR & RESTAURANT,"1472 OGDEN AVENUE,BRONX NY,10452",-73.9233817,40.8440428
5790,SAL RESTAURANT BAR & LOUNGE,"8101 NORTHERN BLVD,QUEENS NY,11372",-73.8862253,40.7557368
5791,SAL ANTHONY'S ITALIAN HEROS,"3118 EAST TREMONT AVENUE,BRONX NY,10461",-73.8355,40.8380859
5792,SAL AND CARMINE PIZZA,"2671 BROADWAY,MANHATTAN NY,10025",-73.969439,40.7983829
5793,SAL & PAUL'S PIZZERIA,"1686 PITKIN AVENUE,BROOKLYN NY,11212",-73.911043,40.669406
5794,SAKURA TOKYO II,"354 MYRTLE AVENUE,BROOKLYN NY,11205",-73.9721068,40.6929986
5795,SAKURA TOKYO,"604 NOSTRAND AVENUE,BROOKLYN NY,11216",-73.9499993,40.6779235
5796,SAKURA TERIYAKI EXPRESS,"6301 8 AVENUE,BROOKLYN NY,11220",-74.011352,40.633347
5797,SAKURA SUSHI AND THAI,"273 MOTT STREET,MANHATTAN NY,10012",-73.9947444,40.7238635
5798,SAKURA SUSHI,"9011 5TH AVE,BROOKLYN NY,11209",-74.0282043,40.6188306
5799,SAKURA OF JAPAN,"73 NASSAU ST,MANHATTAN NY,10038",-74.0083264,40.7097763
5800,SAKURA KAI,"3515 DITMARS BLVD,QUEENS NY,11105",-73.9082454,40.7746586
5801,SAKURA JAPANESE RESTAURANT 3118,"3118 AVENUE U,BROOKLYN NY,11229",-73.9344418,40.601899
5802,SAKURA JAPANESE RESTAURANT,"346 GRAHAM AVENUE,BROOKLYN NY,11211",-73.9441264,40.714735
5803,SAKURA IV,"6419 MYRTLE AVENUE,QUEENS NY,11385",-73.8908806,40.7011172
5804,SAKURA III,"158-38 CROSSBAY BLVD,QUEENS NY,11414",-73.840449,40.6597285
5805,SAKURA 7,"6554 GRAND AVENUE,QUEENS NY,11378",-73.8986188,40.7239047
5806,SAKURA 6 JAPANESE CUISINE,"837 MANHATTAN AVENUE,BROOKLYN NY,11222",-73.9537414,40.7286739
5807,SAKURA,"2832 CONEY ISLAND AVE,BROOKLYN NY,11235",-73.9606634,40.587487
5808,SAKURA,"346 GRAHAM AVE,BROOKLYN NY,11211",-73.9441264,40.714735
5809,SAKS CAFE,"11709 HILLSIDE AVE,QUEENS NY,11418",-73.8329455,40.6999466
5810,SAKI,"56 3RD AVE,MANHATTAN NY,10003",-73.9891647,40.7311196
5811,SAKETUMI,"118 MONTAGUE ST,BROOKLYN NY,11201",-73.9947737,40.6947292
5812,SAKEBAR DECIBEL,"240 EAST    9 STREET,MANHATTAN NY,10003",-73.9877842,40.7292771
5813,SAKE RESTAURANT,"2347 86TH ST,BROOKLYN NY,11214",-73.9902663,40.600081
5814,SAKE JAPANESE CUISINE,"324-328 CHURCH AVENUE,BROOKLYN NY,11218",-73.9767058,40.6437818
5815,SAKE II,"690 E 187TH ST,BRONX NY,10458",-73.884718,40.8540727
5816,SAKE BOMB,"13316 39TH AVE,QUEENS NY,11354",-73.833787,40.758943
5817,SAKE BAR SATSKO,"202 EAST    7 STREET,MANHATTAN NY,10009",-73.9802489,40.7244304
5818,SAKE BAR HAGI 46,"358 W 46TH ST,MANHATTAN NY,10036",-73.9901141,40.7605203
5819,SAKE,"2087 CONEY ISLAND AVENUE,BROOKLYN NY,11223",-73.9615235,40.6062822
5820,SAKANA KIN,"1418 150TH ST,QUEENS NY,11357",-73.8133014,40.7876333
5821,SAKAMAI,"157 LUDLOW STREET,MANHATTAN NY,10002",-73.9881277,40.7209731
5822,SAKA GURA,"211 EAST   43 STREET,MANHATTAN NY,10017",-73.9729897,40.7513679
5823,SAJU BISTRO,"120 WEST   44 STREET,MANHATTAN NY,10036",-73.9843318,40.7563739
5824,SAJOMITA RESTURANT,"854 ROGERS AVENUE,BROOKLYN NY,11226",-73.9526,40.6498466
5825,SAJI'S JAPANESE FOOD,"256 WEST  109 STREET,MANHATTAN NY,10025",-73.9667567,40.8032378
5826,SAINTS AND SINNERS,"5921 ROOSEVELT AVE,QUEENS NY,11377",-73.9045683,40.7455868
5827,SAINTS ALP TEAHOUSE,"39 3RD AVE,MANHATTAN NY,10003",-73.9889502,40.7303604
5828,SAINT VITUS,"1120 MANHATTAN AVE,BROOKLYN NY,11222",-73.9551342,40.7367761
5829,SAINT ANSELM,"355 METROPOLITAN AVENUE,BROOKLYN NY,11211",-73.9560569,40.7142734
5830,SAINT ANNS CAFE RESTAURANT,"283 ST ANNS AVENUE,BRONX NY,10454",-73.917088,40.807894
5831,SAINT ANNS,"26315 UNION TURNPIKE,QUEENS NY,11004",-73.7092104,40.7488467
5832,SAIKAI,"24 GREENWICH AVE,MANHATTAN NY,10011",-73.9998457,40.7349373
5833,SAIGUETTE,"935 COLUMBUS AVENUE,MANHATTAN NY,10025",-73.9627085,40.7989741
5834,SAIGON VIETNAMESE SANDWICH,"369 BROOME ST,MANHATTAN NY,10013",-73.9958662,40.7199353
5835,SAIGON SHACK,"114 MACDOUGAL STREET,MANHATTAN NY,10012",-74.0005134,40.7296316
5836,SAIGON RESTAURANT,"6142 SPRINGFIELD BOULEVARD,QUEENS NY,11364",-73.7564499,40.7480849
5837,SAIGON MARKET,"9193 UNIVERSITY PLACE,MANHATTAN NY,10003",-73.9938332,40.7327152
5838,SAIGON CAFE,"2590 41ST ST,QUEENS NY,11103",-73.912892,40.765545
5839,SAIGON CAFE,"612 AMSTERDAM AVE,MANHATTAN NY,10024",-73.9735756,40.7901213
5840,SAIGON BAR AND GRILL,"4521 AVENUE N,BROOKLYN NY,11234",-73.931028,40.618925
5841,SAIGON BAGUETTE,"719 2ND AVE,MANHATTAN NY,10016",-73.9740795,40.7478001
5842,SAIGON ASIAN CUISINE,"17661 UNION TPKE,QUEENS NY,11366",-73.7912296,40.7261295
5843,SAIDY'S CAFE/DEEPDALE GARDENS COMMUNITY,"5825 LITTLE NECK PACKWAY,QUEENS NY,11362",-73.722511,40.7614159
5844,SAI'S CAFE,"6003 FORT HAMILTON PARKWAY,BROOKLYN NY,11219",-74.005501,40.632799
5845,SAI THAI KITCHEN,"437 5 AVENUE,BROOKLYN NY,11215",-73.9858989,40.6693342
5846,SAHIL CHINESE,"23603 BRADDOCK AVE,QUEENS NY,11426",-73.731161,40.727674
5847,SAHARAS TURKISH CUISINE,"513 2 AVENUE,MANHATTAN NY,10016",-73.9786138,40.7414678
5848,SAHARA'S TURKISH CUISINE,"513 2ND AVE,MANHATTAN NY,10016",-73.9786138,40.7414678
5849,SAHARA RESTAURANT,"2337 CONEY ISLAND AVENUE,BROOKLYN NY,11223",-73.9610512,40.5999607
5850,SAHARA EAST RESTAURANT,"184 1 AVENUE,MANHATTAN NY,10009",-73.983647,40.7294459
5851,SAHARA CITI RESTAURANT,"137 EAST   13 STREET,MANHATTAN NY,10003",-73.9882787,40.7329403
5852,SAHARA CAFE HOOKAH LOUNGE,"1890 EASTCHESTER RD,BRONX NY,10461",-73.8438173,40.8514025
5853,SAHARA ARK,"887 FULTON STREET,BROOKLYN NY,11238",-73.9676605,40.6838021
5854,SAGWA NAMOO,"16207 DEPOT RD,QUEENS NY,11358",-73.8034062,40.762207
5855,SAGITARIO BAKERY,"8201 ROOSEVELT AVENUE,QUEENS NY,11372",-73.8798991,40.7480791
5856,SAGGIO RESTAURANT,"829 WEST  181 STREET,MANHATTAN NY,10033",-73.939588,40.8514729
5857,SAGE GENERAL STORE,"2420 JACKSON AVENUE,QUEENS NY,11101",-73.9443286,40.7460673
5858,SAGE,"299301 GRAHAM AVENUE,BROOKLYN NY,11211",-73.944499,40.715228
5859,SAGAR RESTAURANT,"16825 HILLSIDE AVENUE,QUEENS NY,11432",-73.7900152,40.711855
5860,SAGAR CHINESE,"8747 HOMELAWN STREET,QUEENS NY,11432",-73.7928054,40.7111323
5861,SAGAR CHINESE,"25205 UNION TURNPIKE,QUEENS NY,11426",-73.7183548,40.7438783
5862,SAGAPONACK,"4 W 22ND ST,MANHATTAN NY,10010",-73.9907772,40.7409426
5863,SAFIYAH BAKERY BITES CAFE,"557 E 168TH ST,BRONX NY,10456",-73.9045881,40.8307022
5864,SAFFRON INDIAN CUISINE,"98 CHAMBERS STREET,MANHATTAN NY,10007",-74.007725,40.714627
5865,SAFFRON INDIAN CUISINE,"320 COLUMBUS AVE,MANHATTAN NY,10023",-73.977597,40.779593
5866,SAFFRON GARDEN,"4611 SKILLMAN AVE,QUEENS NY,11104",-73.9176936,40.7466788
5867,SAFFRON,"4404 BROADWAY,QUEENS NY,11103",-73.9157142,40.7572223
5868,SAFFRON,"16150 CROSSBAY BOULEVARD,QUEENS NY,11414",-73.8391839,40.6543479
5869,SAFE HORIZON,"209 WEST 125 STREET,MANHATTAN NY,10027",-73.9487839,40.8093846
5870,SAFARI BEACH CLUB,"4005 BELL BOULEVARD,QUEENS NY,11361",-73.770895,40.7640676
5871,SAFARI,"219 W 116TH ST,MANHATTAN NY,10026",-73.9535534,40.8038583
5872,SAE MIN SOK RESTAURANT,"21505 NORTHERN BLVD,QUEENS NY,11361",-73.7673823,40.7608246
5873,SADELLES,"463 W BROADWAY,MANHATTAN NY,10012",-74.0001418,40.7262466
5874,SADDLE ROAD ROTI SHOP,"873 SCHENECTADY AVENUE,BROOKLYN NY,11203",-73.9332961,40.6517649
5875,SACRED CHOW,"227 SULLIVAN STREET,MANHATTAN NY,10012",-73.9995577,40.7296503
5876,SACHIKO,"3083 BRIGHTON 1 PLACE,BROOKLYN NY,11235",-73.9656049,40.5764791
5877,SACHI ASIAN BISTRO,"713 2ND AVE,MANHATTAN NY,10016",-73.9741571,40.7476788
5878,SACCO PIZZA,"819 9 AVENUE,MANHATTAN NY,10019",-73.987249,40.766272
5879,SACCO & VANZETTI BISTRO,"322 SPRING ST,MANHATTAN NY,10013",-74.0093024,40.7258776
5880,SAC'S PIZZA PLACE,"2541 BROADWAY,QUEENS NY,11106",-73.9269095,40.7630858
5881,SAC CAFE,"510 MADISON AVENUE,MANHATTAN NY,10022",-73.9745729,40.7596933
5882,SABURI JUN RESTAURANT,"168 LEXINGTON AVENUE,MANHATTAN NY,10016",-73.98154,40.7442387
5883,SABRY'S SEAFOOD RESTAURANT,"2425 STEINWAY STREET,QUEENS NY,11103",-73.9110307,40.7683047
5884,SABROSURA RESTAURANT,"1200 CASTLE HILL AVENUE,BRONX NY,10462",-73.8507523,40.8320677
5885,SABROSURA DOMINICANA RESTAURANT,"4710 48 AVENUE,QUEENS NY,11377",-73.9181595,40.7389296
5886,SABROSURA 2 RESTAURANT,"1806 WESTCHESTER AVE,BRONX NY,10472",-73.865829,40.8316725
5887,SABROSO,"18320 HORACE HARDING EXPY,QUEENS NY,11365",-73.7902244,40.7393953
5888,SABRINA'S BROADWAY PIZZERIA,"294 BROADWAY,BROOKLYN NY,11211",-73.9582854,40.7083616
5889,SABORES RESTAURANT & BAR,"392 WOODWARD AVE,QUEENS NY,11385",-73.9124736,40.7087783
5890,SABORES RESTAURANT,"582 MORRIS AVE.,BRONX NY,10451",-73.9221304,40.8181083
5891,SABOR Y TRADICION PERUVIAN RESTAURANT,"2220 FOREST AVE,STATEN ISLAND NY,10303",-74.1632895,40.6263541
5892,SABOR TROPICAL,"143 SHERMAN AVE,MANHATTAN NY,10034",-73.9234825,40.8643445
5893,SABOR TORIBIO RESTAURANT,"446 WILSON AVENUE,BROOKLYN NY,11221",-73.9128662,40.6932806
5894,SABOR NORTENO,"102-06 43 AVE,QUEENS NY,11368",-73.862465,40.747026
5895,SABOR LATINO SEAFOOD RESTAURANT,"2161 STARLING AVENUE,BRONX NY,10462",-73.853088,40.8364175
5896,SABOR LATINO RESTAURANT CUCHIFRITO,"1017 WESTCHESTER AVE,BRONX NY,10459",-73.893368,40.8239162
5897,SABOR LATINO RESTAURANT,"9535 40 ROAD,QUEENS NY,11373",-73.8698326,40.7487133
5898,SABOR LATINO,"347 UNION AVENUE,BROOKLYN NY,11211",-73.9513121,40.7106582
5899,SABOR GUARANI,"4004 BELL BLVD,QUEENS NY,11361",-73.7715537,40.7640932
5900,SABOR ECUATORIANO BAKERY,"4042 82ND ST,QUEENS NY,11373",-73.8839645,40.746354
5901,SABOR DE MEXICO,"76 NASSAU STREET,MANHATTAN NY,10038",-74.008156,40.7096715
5902,SABOR DE MEXICO,"11 PARK PLACE,MANHATTAN NY,10007",-74.0082076,40.7131603
5903,SABOR DE CUBA,"3703 31ST AVE,QUEENS NY,11103",-73.9183253,40.7621769
5904,SABOR COLOMBIANO II PASTELERIA STEAKHOUSE,"90-31 CORONA AVENUE,QUEENS NY,11373",-73.874599,40.742081
5905,SABOR COLOMBIANO CAFE RESTAURANT,"8616 QUEENS BOULEVARD,QUEENS NY,11373",-73.8774009,40.7360867
5906,SABOR BORINQUENO # 2,"205 EAST  122 STREET,MANHATTAN NY,10035",-73.9367,40.8017548
5907,SABOR ANDINO,"6314 14 AVENUE,BROOKLYN NY,11219",-73.9986058,40.6256623
5908,SABOR A MEXICO TAQUERIA,"160 1 AVENUE,MANHATTAN NY,10009",-73.9842702,40.7285016
5909,SABOR A MEXICO,"233 EAST   77 STREET,MANHATTAN NY,10075",-73.9569642,40.7726565
5910,SABOR A MEXICO,"1744 FIRST AVENUE,MANHATTAN NY,10128",-73.9470694,40.7795436
5911,SABLE,"1489 2 AVENUE,MANHATTAN NY,10075",-73.9560437,40.7724638
5912,SABI SUSHI,"1 W 58TH ST,MANHATTAN NY,10019",-73.9742747,40.7642202
5913,SABAY THAI,"7519 BROADWAY,QUEENS NY,11373",-73.889673,40.746122
5914,SABANA LOUNGE,"1460 WESTCHESTER AVENUE,BRONX NY,10472",-73.881615,40.828093
5915,SABABA LOUNGE,"1412 86 STREET,BROOKLYN NY,11228",-74.0115584,40.612329
5916,SABA'S PIZZA,"403 AMSTERDAM AVE,MANHATTAN NY,10024",-73.9779202,40.7832245
5917,SABA'S PIZZA,"1376 LEXINGTON AVENUE,MANHATTAN NY,10128",-73.953581,40.7826278
5918,SABA RESTAURANT,"2575 STEINWAY STREET,QUEENS NY,11103",-73.912961,40.7659935
5919,SAATCHI & SAATCHI,"375 HUDSON STREET,MANHATTAN NY,10014",-74.0074282,40.7285513
5920,SA LA LA LA,"4235 MAIN ST,QUEENS NY,11355",-73.8276945,40.7546369
5921,S&S PIZZERIA,"480 CASTLETON AVE,STATEN ISLAND NY,10301",-74.0985373,40.6338486
5922,S'MAC,"345 EAST   12 STREET,MANHATTAN NY,10003",-73.9839519,40.7304212
5923,S'MAC,"157 EAST   33 STREET,MANHATTAN NY,10016",-73.9792776,40.7455837
5924,S.R. DELI GROCERY,"9114 43 AVENUE,QUEENS NY,11373",-73.87392,40.743265
5925,S.O.G. DESSERTS,"7303 18TH AVE,BROOKLYN NY,11204",-73.9947473,40.6143246
5926,S.M.R RESTAURANT SERVICES,"4605 56 ROAD,QUEENS NY,11378",-73.922226,40.7276291
5927,S. WAN CAFE,"85 ELDRIDGE STREET,MANHATTAN NY,10002",-73.9926239,40.717275
5928,"S,T COFFEE","343 TOMPKINS AVE,BROOKLYN NY,11216",-73.9442246,40.6860246
5929,S S CALABRO PIZZERIA,"3065 14 STREET,QUEENS NY,11102",-73.9310198,40.7691622
5930,S PRIME,"3515 36TH STREET,QUEENS NY,11106",-73.9246915,40.7557347
5931,S & T BAGELS & DELI,"463 FOREST AVENUE,STATEN ISLAND NY,10301",-74.1049596,40.6309767
5932,S & S HOT SPOT ROTI SHOP & RESTAURANT,"10817 LIBERTY AVE,QUEENS NY,11419",-73.833034,40.684236
5933,S & R LE JUICE BAR,"254B E GUNHILL RD,BRONX NY,10467",-73.8759384,40.8796872
5934,S & P INTERNET CAFE,"1046 WINTHROP STREET,BROOKLYN NY,11212",-73.924661,40.660648
5935,S & N JAPANESE CREPE,"5901 8TH AVE,BROOKLYN NY,11220",-74.008811,40.635849
5936,S & J KITCHEN,"4716 BELL BOULEVARD,QUEENS NY,11361",-73.7677881,40.7564538
5937,S & H PIZZA SPOT,"1976 3RD AVE,MANHATTAN NY,10029",-73.943684,40.793365
5938,S & A WEST INDIAN RESTAURANT,"10306 LIBERTY AVENUE,QUEENS NY,11417",-73.8374742,40.6815799
5939,Ryujin Ramen,"513 GRAND ST,BROOKLYN NY,11211",-73.9506483,40.7111817
5940,RYTHYM & BOOZE,"1674 10 AVENUE,BROOKLYN NY,11215",-73.9795926,40.6577173
5941,RYEHOUSE,"11 WEST 17 STREET,MANHATTAN NY,10011",-73.992924,40.738441
5942,RYE,"247 SOUTH    1 STREET,BROOKLYN NY,11211",-73.9579085,40.7126995
5943,RYAN'S DAUGHTER CAFE,"350 EAST   85 STREET,MANHATTAN NY,10028",-73.9504664,40.7762638
5944,RYAN MAGUIRE'S BAR & RESTAURANT,"28 CLIFF STREET,MANHATTAN NY,10038",-74.0051353,40.7081169
5945,RW PRIME SERVICE BAR,"11000 ROCKAWAY BOULEVARD,QUEENS NY,11420",-73.8032797,40.6745381
5946,RW PRIME,"11000 ROCKAWAY BOULEVARD,QUEENS NY,11420",-73.8032797,40.6745381
5947,RUTH'S CHRIS STEAKHOUSE,"148 WEST   51 STREET,MANHATTAN NY,10019",-73.9822418,40.7612824
5948,RUTH M LIEDYS SHORE INN,"748 RICHMOND TER,STATEN ISLAND NY,10301",-74.0970553,40.6445602
5949,RUSTY'S FLAVOR,"2261 ADAM CLAYTON POWELL JR BLVD,MANHATTAN NY,10030",-73.9442596,40.8139894
5950,RUSTY'S BAR,"879 FOREST AVENUE,STATEN ISLAND NY,10310",-74.1189125,40.6288912
5951,RUSTY'S,"537 PORT RICHMOND AVE,STATEN ISLAND NY,10302",-74.140232,40.629661
5952,RUSTIK 471,"471 DEKALB AVENUE,BROOKLYN NY,11205",-73.9582683,40.6907615
5953,RUSTICO,"81-83 ST MARKS PLACE,MANHATTAN NY,10003",-73.9853943,40.7278223
5954,RUSTIC TABLE,"500 W 42ND ST,MANHATTAN NY,10036",-73.995872,40.759451
5955,RUSSO'S ON THE BAY,"16245 CROSS BAY BOULEVARD,QUEENS NY,11414",-73.8379769,40.6531669
5956,RUSSIAN TURKISH BATHS,"268 EAST   10 STREET,MANHATTAN NY,10009",-73.9835873,40.7281862
5957,RUSSIAN SAMOVAR,"256 WEST   52 STREET,MANHATTAN NY,10019",-73.984752,40.763105
5958,RUSSIAN BATHS,"1075 SHEEPSHEAD BAY RD,BROOKLYN NY,11229",-73.958157,40.5938019
5959,RUSSIA VODKA ROOM,"265 WEST   52 STREET,MANHATTAN NY,10019",-73.9846851,40.7634795
5960,RUSS PIZZA,"745 MANHATTAN AVENUE,BROOKLYN NY,11222",-73.952543,40.7264316
5961,RUSS & DAUGHTERS CAFE,"127 ORCHARD ST,MANHATTAN NY,10002",-73.9896801,40.7196639
5962,RUSS & DAUGHTERS AT THE JEWISH MUSEUM,"1109 5TH AVE,MANHATTAN NY,10128",-73.9571318,40.7854597
5963,RUSH TAPAS BAR,"586 W 207TH ST,MANHATTAN NY,10034",-73.9210771,40.8669062
5964,RUNWAY69,"3217 COLLEGE POINT BLVD,QUEENS NY,11354",-73.8370598,40.7659064
5965,RUNNING COOL RESTAURANT,"2263 JEROME AVE,BRONX NY,10453",-73.9040673,40.8581107
5966,RUNNER & STONE,"285 3 AVENUE,BROOKLYN NY,11215",-73.985964,40.6772188
5967,RUMOURS,"933 8 AVENUE,MANHATTAN NY,10019",-73.9839737,40.7656956
5968,RUMBA SUPPER CLUB,"67-63 WOODHAVEN BOULEVARD,QUEENS NY,11374",-73.8606191,40.7159451
5969,RUMBA BAR & LOUNGE,"291 HOOPER ST,BROOKLYN NY,11211",-73.9540704,40.7073139
5970,RUINAS DE COPAN,"483 BROOK AVENUE,BRONX NY,10455",-73.916082,40.813523
5971,RUFFLES BAR,"919 CROSSBAY BOULEVARD,QUEENS NY,11693",-73.8198685,40.6060537
5972,RUFFIAN WINE BAR,"125 E 7TH ST,MANHATTAN NY,10009",-73.984046,40.7264937
5973,RUE 57,"60 WEST   57 STREET,MANHATTAN NY,10019",-73.9771344,40.7638335
5974,RUDY'S DELI RESTAURANT,"5430 48 STREET,QUEENS NY,11378",-73.9193025,40.7302445
5975,RUDY'S BAR & Grill,"627 9 AVENUE,MANHATTAN NY,10036",-73.9917772,40.7600249
5976,RUDY'S BAKERY,"905 SENECA AVENUE,QUEENS NY,11385",-73.9039567,40.7006259
5977,RUDDY AND DEAN,"44 RICHMOND TERRACE,STATEN ISLAND NY,10301",-74.0768848,40.6439719
5978,RUCOLA,"190 DEAN STREET,BROOKLYN NY,11217",-73.9858933,40.6855757
5979,RUCHI INDIAN CUISINE,"120 CEDAR STREET,MANHATTAN NY,10006",-74.0126432,40.7094992
5980,RUBY'S,"1213 BOARDWALK,BROOKLYN NY,11224",-73.9801213,40.5734042
5981,RUBY'S,"219 MULBERRY STREET,MANHATTAN NY,10012",-73.9963226,40.7223109
5982,RUBY TUESDAY,"7 TIMES SQUARE TOWER,MANHATTAN NY,10036",-73.9869055,40.7554585
5983,RUBY KITCHEN CHAN INC,"162 PARK PL,BROOKLYN NY,11217",-73.9732112,40.6774706
5984,RUBY FALLS NIGHTLIFE CAFE,"45 PAGE AVENUE,STATEN ISLAND NY,10309",-74.2344465,40.5233106
5985,RUBIROSA PIZZA & RISTORANTE,"235 MULBERRY STREET,MANHATTAN NY,10012",-73.9962331,40.7227528
5986,RUBI ROSA RESTAURANT & BAR,"8407 NORTHERN BOULEVARD,QUEENS NY,11372",-73.8831979,40.756027
5987,RUBENS PIZZERIA-EL POLLO PERUVIAN CUISINE,"1533 70 STREET,BROOKLYN NY,11228",-73.9989789,40.619988
5988,Rubens,"606 E 187TH ST,BRONX NY,10458",-73.8873739,40.8553022
5989,RUBEN'S EMPANADAS,"64 FULTON STREET,MANHATTAN NY,10038",-74.0053609,40.708721
5990,RUBEN'S EMPANADAS,"77 PEARL STREET,MANHATTAN NY,10004",-74.0104852,40.7040451
5991,RUBBY PIZZERIA RESTAURANT,"862 10 AVENUE,MANHATTAN NY,10019",-73.9885473,40.7687497
5992,RU YI BROADWAY RESTAURANT,"8334 BROADWAY,QUEENS NY,11373",-73.8793312,40.7403111
5993,RPM,"266 BROOME STREET,MANHATTAN NY,10002",-73.9905233,40.7183182
5994,ROZAFA LOUNGE,"45 AVENUE S,BROOKLYN NY,11223",-73.9842007,40.6006626
5995,ROYS REST & SPORTS BAR,"11101 LIBERTY AVENUE,QUEENS NY,11419",-73.8310765,40.6849728
5996,ROYALTON HOTEL,"44 WEST   44 STREET,MANHATTAN NY,10036",-73.9823094,40.7555978
5997,ROYALE,"157 AVENUE C,MANHATTAN NY,10009",-73.9779935,40.7258505
5998,ROYAL SIAM THAI,"240 8 AVENUE,MANHATTAN NY,10011",-73.9985442,40.744696
5999,ROYAL SEAFOOD RESTAURANT,"103105 MOTT STREET,MANHATTAN NY,10013",-73.9977572,40.716824
6000,ROYAL RIB HOUSE,"303 HALSEY STREET,BROOKLYN NY,11216",-73.940688,40.6830376
6001,ROYAL QUEEN/THE REAL KTV,"13620 ROOSEVELT AVE,QUEENS NY,11354",-73.8290939,40.759362
6002,ROYAL PIZZA CAFE,"5506 MYRTLE AVE,QUEENS NY,11385",-73.8909428,40.7011128
6003,ROYAL PIZZA,"592 3 AVENUE,MANHATTAN NY,10016",-73.9762641,40.7487868
6004,ROYAL PIZZA,"5506 MYRTLE AVENUE,QUEENS NY,11385",-73.8909428,40.7011128
6005,ROYAL PIZZA,"945 PENNSYLVANIA AVENUE,BROOKLYN NY,11207",-73.8878775,40.6550668
6006,ROYAL KING'S PIZZA,"5211 5 AVENUE,BROOKLYN NY,11220",-74.0116658,40.6435646
6007,ROYAL INDIA PALACE AND RESTAURANT,"11808 ATLANTIC AVENUE,QUEENS NY,11419",-73.828393,40.6936247
6008,ROYAL FRIED CHICKEN & PIZZA,"1801 BROADWAY,BROOKLYN NY,11207",-73.9085545,40.6821312
6009,ROYAL FRIED CHICKEN,"13 AVENUE D,MANHATTAN NY,10009",-73.9786361,40.720461
6010,ROYAL FRIED CHICKEN,"496 ROCKAWAY PARKWAY,BROOKLYN NY,11212",-73.9150397,40.6562825
6011,ROYAL ELITE PALACE CATERERS LLC,"6902 GARFIELD AVE,QUEENS NY,11377",-73.8954926,40.7363448
6012,ROYAL CURRY & KABAB,"19-25 ST NICHOLAS AVENUE,MANHATTAN NY,10026",-73.952799,40.7997299
6013,ROYAL CUISINE YARD FOOD,"324A UTICA AVE,BROOKLYN NY,11213",-73.9315218,40.6668616
6014,ROYAL CUCINA,"1352 HYLAN BOULEVARD,STATEN ISLAND NY,10305",-74.0855865,40.5955159
6015,ROYAL CROWN BAKERY CAFE,"1350 HYLAN BOULEVARD,STATEN ISLAND NY,10305",-74.0855519,40.5955738
